,具体时间,计算空速,G值,姿态,杆量,坡度,盘量,下滑道偏差（C）,下滑道偏差（L）,下滑道偏差（R）,航向道偏差（C）,航向道偏差（L）,航向道偏差（R）,俯仰角率,下降率,RUDD位置,左油门杆位置,右油门杆位置,飞行姿态变化,坡度变化,RUDD位置变化,左油门杆位置变化,右油门杆位置变化,失重超重情况,杆量情况,盘量情况,下滑道偏差（C）情况,下滑道偏差（L）情况,下滑道偏差（R）情况,航向道偏差（C）情况,航向道偏差（L）情况,航向道偏差（R）情况,俯仰角率情况,下降率情况
12,10:34:38,30,1.0234,-0.2197,-0.001,0.0879,0.0115,-2.85,-2.97,-1.66,-4.78,-4.71,-4.83,0.0625,4,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
13,10:34:39,30,1.0391,-0.2197,-0.001,0.0879,0.0115,-1.5,-0.37,-2.66,-4.5,-4.56,-4.47,-0.0625,-2,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
14,10:34:40,30,1.0273,-0.2197,-0.001,0.0879,0.0115,-2.28,-1.87,-2.05,-4.66,-4.53,-4.68,-0.0625,-8,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
15,10:34:41,30,1.0156,-0.2197,-0.001,0.0879,0.0115,-1.44,0.36,-3.04,-4.56,-4.58,-4.6,0,-3,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
16,10:34:42,30,1.0313,-0.2197,-0.001,0.0879,0.0115,-2.71,-1.61,-2,-4.36,-4.42,-4.4,0,-4,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
17,10:34:43,30,1.0156,-0.2197,-0.001,0.0879,0.0115,-3.25,-3.34,1.17,-4.81,-4.65,-4.77,-0.125,-6,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
18,10:34:44,30,1.0273,-0.2637,-0.001,0.0879,0.0115,-2.68,-2.7,-3.07,-4.59,-4.52,-4.65,0,-7,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
19,10:34:45,30,1.0352,-0.2637,-0.001,0.0879,0.0115,-3.35,-2.08,-2.57,-4.45,-4.45,-4.46,-0.0625,-6,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,正常,正常,正常,正常,正常,正常,正常
20,10:34:46,30,1.0234,-0.3076,-0.001,0.0879,0.0115,-1.06,-0.63,-1.87,-4.45,-4.42,-4.46,-0.0625,-4,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
21,10:34:47,30,1.0508,-0.2637,-0.001,0.0879,0.0115,-2.27,-1.93,-2.85,-4.68,-4.56,-4.7,-0.0625,-2,-0.2637,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
22,10:34:48,30,1.0547,-0.2197,-0.001,0.0879,0.0115,-1.16,-1.45,-1.93,-4.42,-4.46,-4.51,0,-1,-0.2637,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
23,10:34:49,30,1.0313,-0.2197,-0.001,0.1758,0.0115,0.64,0.71,-0.12,-4.28,-4.42,-4.31,0,0,-0.2637,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
24,10:34:50,30,1.0313,-0.2197,-0.001,0.1758,0.0115,-3.96,-2.77,-1.62,-4.63,-4.54,-4.61,0.0625,1,-0.2637,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,正常,正常,正常,正常,正常,正常,正常
25,10:34:51,30,1.0391,-0.2197,-0.001,0.0879,0.0115,-1.08,-0.68,-1.97,-4.45,-4.45,-4.49,0.0625,1,-0.2637,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
26,10:34:52,30,1.0156,-0.2197,-0.001,0.0879,0.0115,-2.46,-2.89,-2.31,-4.61,-4.6,-4.61,-0.0625,1,-0.2637,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
27,10:34:53,30,1.0156,-0.2197,-0.001,0.0879,0.0115,-2.03,-2.04,-1.73,-3.51,-4.25,-3.59,-0.125,0,-0.2637,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
28,10:34:54,30,1.0273,-0.2197,-0.001,0.0879,0.0115,-4.24,-3.86,-3,-3.98,-4.42,-4.06,0,0,-0.2637,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
29,10:34:55,30,1.0195,-0.2197,-0.001,0.0879,0.0115,-2.79,-3.02,-1.75,-3.92,-4.22,-4.32,-0.0625,0,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
30,10:34:56,30,1.0234,-0.2197,-0.001,0.0879,0.0115,-3.69,-4.15,-2.25,-4.3,-4.41,-4.34,-0.0625,0,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
31,10:34:57,30,1.0234,-0.2197,-0.001,0.0879,0.0115,-3.37,-3.12,-2.05,-4.34,-4.37,-4.41,-0.0625,0,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
32,10:34:58,30,1.0156,-0.2197,-0.001,0.0879,0.0115,-1.66,-1.96,-2.46,-4.34,-4.4,-4.39,-0.0625,0,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
33,10:34:59,30,1.0156,-0.2637,-0.001,0.0879,0.0115,-2.12,-2.49,-1.78,-4.11,-4.33,-4.16,-0.125,0,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
34,10:35:00,30,1.0352,-0.2637,-0.001,0.0879,0.0115,-2.08,-0.96,-1.03,-4.87,-4.73,-4.96,0,0,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
35,10:35:01,30,1.0195,-0.2637,-0.001,0.0879,0.0115,-2.39,-2.81,-0.58,-4.24,-4.55,-4.39,-0.125,0,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
36,10:35:02,30,1.0547,-0.2637,-0.001,0.0879,0.0115,0.32,0.51,-2.82,-4.52,-4.49,-4.61,0.125,0,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
37,10:35:03,30,1.0195,-0.2197,-0.001,0.0879,0.0115,-4.32,-4.27,-1.78,-4.77,-4.59,-4.75,0,0,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
38,10:35:04,30,1.0195,-0.2637,-0.001,0.0879,0.0115,-1.4,-2.05,-2.71,-4.22,-4.33,-4.26,0.0625,0,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
39,10:35:05,30,1.0313,-0.2637,-0.001,0.0879,0.0115,-1.46,-1.51,-2.75,-4.41,-4.54,-4.5,-0.0625,0,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
40,10:35:06,30,1.0156,-0.2197,-0.001,0.0879,0.0115,-2.32,-1.54,-2.45,-4.52,-4.44,-4.64,0,0,-0.2695,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
41,10:35:07,30,1.0273,-0.2197,-0.001,0.0879,0.0115,-3.05,-3.45,-1.85,-4.28,-4.26,-4.34,0.0625,0,-0.2656,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
42,10:35:08,30,1.0195,-0.2637,-0.001,0.0879,0.0115,-3.95,-3.9,-2.25,-4.29,-4.31,-4.46,0.0625,0,-0.2656,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
43,10:35:09,30,1.0195,-0.2637,-0.001,0.0879,0.0115,-2.73,-2.88,-3.39,-4.47,-4.49,-4.56,0,0,-0.2656,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
44,10:35:10,30,1.0547,-0.2637,-0.001,0.0879,0.0115,-2.71,-2.42,-2.37,-4.81,-4.64,-4.87,-0.125,0,-0.2656,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
45,10:35:11,30,1.0313,-0.2637,-0.001,0.0879,0.0115,-2.33,-2.33,-2.14,-4.61,-4.69,-4.58,0,0,-0.25,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
46,10:35:12,30,1.0273,-0.2197,-0.001,0.0879,0.0115,-2.6,-3.74,-1.84,-4.07,-3.98,-4.36,0,0,-0.25,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
47,10:35:13,30,1.0234,-0.2197,-0.001,0.0879,0.0115,-2.65,-2.72,-3.3,-3.43,-3.48,-4.46,-0.0625,0,-0.2598,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
48,10:35:14,30,1.0117,-0.2637,-0.001,0.0879,0.0115,-3.5,-3.25,-2.7,-4.9,-4.47,-4.73,-0.125,0,-0.2598,34.0137,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
49,10:35:15,30,1.0313,-0.2637,-0.001,0.0879,0.0115,-2.54,-2.35,-3.3,-4.26,-4.38,-4.79,-0.0625,0,-0.2734,34.0137,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
50,10:35:16,30,1.0195,-0.2637,-0.001,0.0879,0.0115,-3.26,-3.6,-3.47,-2.7,-3.07,-2.72,-0.0625,0,-0.2734,34.0137,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,正常,正常,正常,正常
51,10:35:17,30,1.0117,-0.2637,-0.001,0.0879,0.0115,-4.18,-4.17,-3.69,-3.46,-3.43,-3.2,0,0,-0.2734,34.0137,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
52,10:35:18,30,1.0078,-0.2637,-0.001,0.0879,0.0115,-3.38,-3.61,-2.9,-2.6,-3.01,-2.54,0,0,-0.2734,34.0137,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
53,10:35:19,30,1.0195,-0.2637,-0.001,0.0879,0.0115,0.03,0.02,0.03,0.3,0.21,0.42,0,0,-0.2734,34.0137,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
54,10:35:20,30,1.0156,-0.2637,-0.001,0.0879,0.0115,0,0,0,-0.03,-0.01,-0.02,-0.1875,0,-0.2734,34.0137,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
55,10:35:21,30,1.0195,-0.2637,-0.001,0.0879,0.0115,0.01,0,0,-0.01,-0.02,-0.01,-0.0625,0,-0.2695,33.9697,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
56,10:35:22,30,1.0313,-0.2637,-0.001,0.0879,0.0115,0,0,0,0,0,-0.01,-0.0625,0,-0.2695,33.9697,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
57,10:35:23,30,1.0313,-0.2637,-0.001,0.0879,0.0115,-1.24,-1.58,-4.12,-4.34,-4.76,-4.38,0,0,-0.2695,33.9697,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
58,10:35:24,30,1.0273,-0.2637,-0.001,0.0879,0.0115,-3.54,-3.75,-3.79,-4.19,-3.57,-4.51,-0.125,0,-0.2695,33.9697,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
59,10:35:25,30,1.0156,-0.2637,-0.001,0.0879,0.0115,-3.61,-3.7,-3.96,-3.8,-5.04,-3.94,0.0625,0,-0.2676,33.9697,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,异常L,正常,正常,正常
60,10:35:26,30,1.0313,-0.2197,-0.001,0.0879,0.0115,-2.21,-1.97,-3.29,-3.88,-4.17,-4.29,0,0,-0.2676,33.9697,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
61,10:35:27,30,1.0117,-0.1758,-0.001,0.0879,0.0115,-4,-4.31,-3.37,-3.18,-4.05,-3.57,0,0,-0.2695,33.9697,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
62,10:35:28,30,1.0195,-0.1758,-0.001,0.0879,0.0115,-2.75,-2.46,-4.2,-4.12,-4.2,-4.31,0,0,-0.2695,33.9697,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
63,10:35:29,30,1.0391,-0.1318,-0.001,0.0879,0.0115,-2.87,-3.23,-3.54,-2.64,-3.84,-3.09,0,0,-0.2637,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,正常,正常,正常,正常
64,10:35:30,30,1.0078,-0.0879,-0.001,0.1758,0.0115,-4.83,-4.92,-3.26,-4.16,-4.39,-4.34,-0.0625,0,-0.2637,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
65,10:35:31,30,1.0078,-0.0879,-0.001,0.0879,0.0115,-3.83,-3.89,-3.89,-2.3,-2.7,-2.2,-0.0625,0,-0.2637,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
66,10:35:32,30,1.0352,-0.0879,-0.001,0.1758,0.0115,-2.94,-3.62,-4,-3.99,-4.22,-3.82,0.0625,-8,-0.2637,34.0137,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,正常,正常,正常,正常
67,10:35:33,30,1.0234,-0.1318,-0.001,0.1758,0.0115,-4.12,-3.83,-3.3,-4.06,-4.34,-4.22,-0.0625,-6,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
68,10:35:34,30,1.0234,-0.1758,-0.001,0.1758,0.0115,-2.94,-2.52,-3.64,-2.45,-3.9,-2.63,-0.0625,-9,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
69,10:35:35,30,1.0273,-0.2197,-0.001,0.1758,0.0115,-2.88,-3.48,-4.1,-4.68,-4.63,-4.73,0,-4,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,正常,正常,正常,正常
70,10:35:36,30,1.0078,-0.3076,-0.001,0.2637,0.0115,-3.81,-3.69,-4.15,-2.22,-3.48,-2.59,-0.0625,-5,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
71,10:35:37,30,1.0508,-0.3516,-0.001,0.1758,0.0115,-4.22,-4.5,-4.06,-4.62,-4.72,-4.69,0.0625,-7,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
72,10:35:38,30,1.0352,-0.3516,-0.001,0.0879,0.0115,-3.38,-2.92,-4.49,-0.93,-3.18,-1.37,0,0,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,正常,异常R,正常,正常,正常,正常,正常
73,10:35:39,30,1.0234,-0.3516,-0.001,0.0879,0.0115,-2.55,-2.75,-4.33,-4.48,-4.17,-4.28,0,-1,-0.2656,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
74,10:35:40,30,1.043,-0.3076,-0.001,0.0879,0.0115,-4.71,-4.83,-3.74,-2.36,-3.82,-2.69,-0.0625,-3,-0.2656,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
75,10:35:41,30,1.043,-0.2637,-0.001,0.0879,0.0115,-4.73,-4.59,-4.05,-3.12,-2.57,-3.3,0.0625,3,-0.2656,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
76,10:35:42,30,1.0117,-0.2197,-0.001,0.0879,0.0115,-1.91,-1.87,-4.35,-4.01,-4.96,-4,0.0625,9,-0.2656,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,异常L,正常,正常,正常
77,10:35:43,30,1.0313,-0.2197,-0.001,0.0879,0.0115,-3.15,-3.19,-4.55,-1.79,-3.2,-1.96,-0.0625,4,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,正常,正常,正常,正常
78,10:35:44,30,1.0195,-0.2197,-0.001,0.0879,0.0115,-5.39,-5.27,-3.93,-4.71,-4.51,-4.69,0.125,4,-0.2695,33.9697,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
79,10:35:45,30,1.0195,-0.2197,-0.001,0.0879,0.0115,-4.33,-4.24,-5.02,-3.89,-4.42,-3.65,0,6,-0.2695,33.9697,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
80,10:35:46,30,1.0391,-0.2197,-0.001,0.0879,0.0115,-3.96,-4.08,-4.97,-1.96,-3.6,-2.34,-0.0625,-1,-0.2695,33.9697,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
81,10:35:47,30,1.0234,-0.2197,-0.001,0.0879,0.0115,-4.28,-3.93,-4.04,-3.18,-3.97,-3.33,0,-8,-0.2637,33.9258,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
82,10:35:48,30,1.0313,-0.2197,-0.001,0.0879,0.0115,-4.11,-4.36,-4.68,-4.26,-5.1,-4.5,0,-11,-0.2637,33.9258,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,异常L,正常,正常,正常
83,10:35:49,30,1.0352,-0.2197,-0.001,0.0879,0.0115,-4.27,-4.26,-4.98,-2.26,-3.84,-2.39,-0.125,-11,-0.2695,33.9258,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
84,10:35:50,30,1.0273,-0.2197,-0.001,0.0879,0.0115,-4.54,-4.42,-4.74,-4.69,-4.14,-4.78,0,-8,-0.2695,33.9258,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
85,10:35:51,30,1.0469,-0.2197,-0.001,0.0879,0.0115,-2.8,-3.44,-5.04,-3.83,-4.61,-4.12,-0.125,-5,-0.2734,33.9258,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,正常,正常,正常,正常
86,10:35:52,30,1.0195,-0.2197,-0.001,0.0879,0.0115,-4.62,-4.46,-4.71,-3.21,-4.32,-2.1,0,-2,-0.2734,33.9258,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
87,10:35:53,30,1.0234,-0.2197,-0.001,0.0879,0.0115,-3.81,-3.8,-4.05,-3.18,-3.7,-4.39,-0.125,0,-0.2734,33.9258,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
88,10:35:54,30,1.0195,-0.2197,-0.001,0.0879,0.0115,-2.15,-1.95,-4.13,-4.11,-4.28,-4.43,-0.125,1,-0.2734,33.9258,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
89,10:35:55,30,1.0117,-0.2197,-0.001,0.0879,0.0115,-3.1,-3.36,-3.88,-4.78,5.16,-4.3,0,1,-0.2695,33.9258,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,异常L,正常,正常,正常
90,10:35:56,30,1.0586,-0.2197,-0.001,0.0879,0.0115,-3.04,-3.04,-3.52,-3.48,-4.46,-2.79,0.625,1,-0.2695,33.9258,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,异常,正常
91,10:35:57,30,1.0273,-0.2197,-0.001,0.1758,0.0115,-1.36,-1.53,-3.19,-1.17,-2.77,-1.92,-0.0625,8,-0.2637,33.9258,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
92,10:35:58,30,1.0195,-0.2197,-0.001,0.0879,0.0115,-3.06,-3.12,-4.02,-2.62,-1.63,-3.67,0,6,-0.2637,33.9258,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,正常,正常,正常,正常
93,10:35:59,30,1.0117,-0.2197,-0.001,0.0879,0.0115,-4.46,-4.64,-4.38,-4.48,-4.56,-4.93,0,9,-0.2656,33.9258,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
94,10:36:00,30,1.0234,-0.2197,-0.001,0.0879,0.0115,-4.76,-4.94,-4.41,-4.38,-4.36,-4.06,-0.125,4,-0.2656,33.9258,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
95,10:36:01,30,1.0117,-0.2197,-0.001,0.0879,0.0115,-3.66,-3.65,-4.88,-4.21,-4.96,-3.89,-0.0625,-3,-0.2656,33.9258,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,异常L,正常,正常,正常
96,10:36:02,30,1.0352,-0.2197,-0.001,0.0879,0.0115,-3.51,-3.48,-4.44,-2.65,-3.82,-1.79,-0.125,-7,-0.2656,33.9258,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
