,具体时间,计算空速,G值,姿态,杆量,坡度,盘量,下滑道偏差（C）,下滑道偏差（L）,下滑道偏差（R）,航向道偏差（C）,航向道偏差（L）,航向道偏差（R）,俯仰角率,下降率,RUDD位置,左油门杆位置,右油门杆位置,飞行姿态变化,坡度变化,RUDD位置变化,左油门杆位置变化,右油门杆位置变化,失重超重情况,杆量情况,盘量情况,下滑道偏差（C）情况,下滑道偏差（L）情况,下滑道偏差（R）情况,航向道偏差（C）情况,航向道偏差（L）情况,航向道偏差（R）情况,俯仰角率情况,下降率情况
10,12:00:09,30,1.0156,-0.3516,-0.001,0.3516,0.0063,3.03,4.04,1.59,-1.98,-1.61,-1.88,-0.0625,8,-0.0742,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
11,12:00:10,30,1.0039,-0.3516,-0.001,0.3516,0.0063,-1.04,-1.94,0.78,-4.06,-4.15,-4.11,-0.0625,14,-0.0742,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
12,12:00:11,30,1.0234,-0.3516,-0.001,0.3516,0.0063,-1.85,-1.32,0.52,-4.03,-3.94,-4.19,-0.0625,15,-0.1523,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
13,12:00:12,30,1.0156,-0.3516,-0.001,0.3516,0.0063,0.62,0.21,1.88,-3.91,-4.12,-3.9,-0.0625,13,-0.1523,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
14,12:00:13,30,1.0195,-0.3076,-0.001,0.2637,0.0063,0.38,1.68,-0.88,-4.45,5.16,-4.5,-0.0625,9,-0.1562,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常
15,12:00:14,30,1.0156,-0.3076,-0.001,0.2637,0.0063,2.19,1.92,-1.57,-1.81,-0.31,-1.65,0,-3,-0.1562,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
16,12:00:15,30,1.0273,-0.2637,-0.001,0.2637,0.0063,0.34,-0.39,-2.17,-4.15,-3.3,-4.81,-0.0625,-13,-0.166,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
17,12:00:16,30,1.0195,-0.2637,-0.001,0.3516,0.0063,-1.44,-1.69,-0.71,-4.18,-3.79,-4.2,0,-9,-0.166,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
18,12:00:17,30,1.0195,-0.2637,-0.001,0.3516,0.0063,-1.58,-0.94,-1.57,-2.11,-2.37,-1.94,-0.0625,-9,-0.1816,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
19,12:00:18,30,1.0313,-0.2197,-0.001,0.4395,0.0063,0.04,-1.05,1.2,-4.14,-3.91,-3.92,-0.125,-1,-0.1816,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
20,12:00:19,30,1.0352,-0.2197,-0.001,0.4395,0.0063,-1.64,-1.61,0.65,-2.25,-3.62,-2.72,0,-2,-0.0605,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
21,12:00:20,30,1.0117,-0.1758,-0.001,0.4395,0.0063,-2.29,-2.94,-2.28,-4.11,-4.21,-4.24,-0.125,-4,-0.0605,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
22,12:00:21,30,1.0273,-0.2197,-0.001,0.4395,0.0063,-3.03,-2.75,-0.91,-3.68,-3.49,-3.75,-0.0625,-6,-0.0449,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
23,12:00:22,30,1.0273,-0.3076,-0.001,0.4395,0.0063,1.81,1.86,0.18,-4.9,5.16,-4.48,-0.1875,-6,-0.0449,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常
24,12:00:23,30,1.0352,-0.3955,-0.001,0.4395,0.0063,-2.21,-2.14,-0.98,-2.25,-3.51,-3.1,-0.1875,-5,-0.0352,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
25,12:00:24,30,1.0156,-0.4834,-0.001,0.4395,0.0063,-1.37,-1.41,-2.36,-3.67,-1.36,-3.68,0,-3,-0.0352,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
26,12:00:25,30,1.0195,-0.5713,-0.001,0.4395,0.0063,-1.78,-2.18,-0.89,-2.62,-2.38,-2.71,-0.125,-1,0.0527,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
27,12:00:26,30,1.0352,-0.6152,-0.001,0.1758,0.0063,-2.48,-3.12,0.05,-3.52,-3.71,-3.46,0.0625,8,0.0527,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
28,12:00:27,30,1.0352,-0.6592,-0.001,0.1758,0.0063,-2.03,-2.46,-2.12,-3.78,-3.31,-3.45,-0.125,14,-0.1641,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
29,12:00:28,30,1.0117,-0.6592,-0.001,0.0879,0.0063,-1.01,-0.42,0.81,-4.73,-3.94,-4.55,-0.1875,16,-0.1641,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
30,12:00:29,30,1.0391,-0.6592,-0.001,0.0879,0.0063,0.59,0.71,-1.14,-3.76,-3.72,-3.7,0,14,-0.2402,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
31,12:00:30,30,1.0313,-0.6152,-0.001,0.0879,0.0063,-1.48,-1.1,-1.87,-3.02,-3.3,-3.08,-0.125,9,-0.2402,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
32,12:00:31,30,1.043,-0.6592,-0.001,0.0879,0.0063,-1,-1.36,-2.61,-2.83,-2.62,-2.87,-0.0625,5,-0.2441,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
33,12:00:32,30,1.0586,-0.6152,-0.001,0.1758,0.0063,-2.45,-2.47,-1.21,-3.22,-3.72,-3.5,0.125,1,-0.2441,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
34,12:00:33,30,1.0156,-0.6592,-0.001,0.1758,0.0063,-4.95,-4.19,-0.54,-4.51,-3.92,-4.28,0,-1,-0.2402,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
35,12:00:34,30,1.0391,-0.6592,-0.001,0.1758,0.0063,-3.59,-3.21,-1.96,-3.42,-3.37,-3.39,-0.125,-2,-0.2402,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
36,12:00:35,30,1.0352,-0.6592,-0.001,0.1758,0.0063,0.38,0.19,-0.65,-3.19,-2.89,-3.21,-0.0625,6,-0.1797,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
37,12:00:36,30,1.0234,-0.6592,-0.001,0.0879,0.0063,-2.24,-1.92,-3.48,-3.12,-1.62,-2.96,-0.0625,5,-0.1797,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
38,12:00:37,30,1.0469,-0.6152,-0.001,0.0879,0.0063,-2,-1.48,-0.5,-4.34,-4.11,-4.37,0,9,-0.082,34.0576,34.1455,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
39,12:00:38,30,1.0273,-0.6152,-0.001,0.1758,0.0063,1.74,2.37,-2.19,-4.37,-4.63,-4.19,0.125,12,-0.082,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
40,12:00:39,30,1.0313,-0.5273,-0.001,0.0879,0.0063,-1.7,-1.96,-1.38,-3.4,-3.55,-3.32,0.0625,11,-0.1816,34.0576,34.1455,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
41,12:00:40,30,1.0117,-0.4395,-0.001,0.0879,0.0063,-0.74,-1.3,-2.75,-3.6,-3.66,-3.45,0.125,9,-0.1816,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
42,12:00:41,30,1.0078,-0.3516,-0.001,0.0879,0.0063,-3.24,-3.35,-3.3,-3.61,-3.42,-3.61,0,6,-0.1719,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,正常,正常,正常,正常
43,12:00:42,30,1.0273,-0.2637,-0.001,0.1758,0.0063,-3.63,-3.52,-2.32,-3.29,-3.55,-3.37,0.0625,3,-0.1719,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
44,12:00:43,30,1.0313,-0.2197,-0.001,0.0879,0.0063,-3.85,-3.92,-2.29,-4.98,-4.27,-5.02,0.0625,8,-0.1602,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,异常C,正常,异常R,正常,正常
45,12:00:44,30,1.0117,-0.1758,-0.001,0.1758,0.0063,-3.53,-3.68,-2.24,-2.82,-2.7,-2.65,0.0625,5,-0.1602,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
46,12:00:45,30,1.0156,-0.0879,-0.001,0.1758,0.0063,-1.02,-1.35,-1.24,-4.03,-4.28,-4.17,0.125,0,-0.1367,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
47,12:00:46,30,1.0195,-0.0439,-0.001,0.0879,0.0063,-1.14,-1,-1.97,-2.3,-2.3,-2.3,0,-3,-0.1367,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
48,12:00:47,30,1.0234,-0.0439,-0.001,0,0.0063,-2.72,-2.92,-1.98,-3.45,-2.95,-3.54,-0.0625,-5,-0.1406,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
49,12:00:48,30,1.0117,0,-0.001,-0.0879,0.0063,-2.83,-3.04,-1.97,-3.32,-3.14,-3.41,0.0625,-5,-0.1406,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
50,12:00:49,30,1.0195,0.0439,-0.001,-0.1758,0.0063,-0.46,-1.26,-0.71,-3.57,-3.4,-3.43,0,-3,-0.2109,34.0576,34.1455,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
51,12:00:50,30,1.0195,0.0439,-0.001,-0.2637,0.0063,-2.17,-3.26,-1.23,-3.32,-3.29,-3.29,0,-2,-0.2109,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
52,12:00:51,30,1.0156,0.0439,-0.001,-0.2637,0.0063,-4.29,-4.83,-1.42,-4.05,-4.05,-4.19,-0.125,-1,-0.2344,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
53,12:00:52,30,1.0313,0,-0.001,-0.3516,0.0063,-0.34,-0.2,0.99,-3.15,-2.86,-3.29,-0.0625,0,-0.2344,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
54,12:00:53,30,1.0234,0,-0.001,-0.3516,0.0063,2.64,2.54,-2.1,-3.59,-3.39,-3.74,0,1,-0.2344,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
55,12:00:54,30,1.0156,-0.0439,-0.001,-0.3516,0.0063,-0.63,-0.46,3.47,-2.78,-2.77,-3,0,1,-0.2344,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
56,12:00:55,30,1.0195,-0.0439,-0.001,-0.4395,0.0063,-2.02,-1.16,-0.97,-3.37,-3.45,-3.43,-0.125,0,-0.2324,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
57,12:00:56,30,1.0313,-0.0879,-0.001,-0.5273,0.0052,-1.22,-1.46,-0.58,-3.29,-3.41,-3.27,-0.125,0,-0.2324,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
58,12:00:57,30,1.0195,-0.1318,-0.001,-0.5273,0.0042,-3.31,-3.46,-0.35,-3.6,-3.47,-3.64,-0.125,0,-0.2344,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
59,12:00:58,30,1.0234,-0.1318,-0.001,-0.6152,0.0052,5.12,5.01,1.72,-3.66,-3.75,-3.73,0,0,-0.2344,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
60,12:00:59,30,1.0195,-0.1758,-0.001,-0.6152,0.0052,0.8,0.54,-0.02,-3.54,-3.52,-3.47,0,0,-0.2363,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
61,12:01:00,30,1.0195,-0.1758,-0.001,-0.6152,0.001,-1.66,-1.93,0.39,-3.93,-3.46,-4.01,0,0,-0.2363,34.0576,34.1455,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
62,12:01:01,30,1.0117,-0.1758,-0.001,-0.5273,-0.001,-4.71,-4.59,-4.33,-2.42,-2.69,-2.37,0,0,-0.2402,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
63,12:01:02,30,1.0117,-0.1758,-0.001,-0.3516,-0.001,1.33,0.87,-1.25,-2.05,-3.66,-1.98,-0.0625,0,-0.2402,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
64,12:01:03,30,1,-0.1758,-0.001,-0.2637,-0.001,4.12,4.12,-3.37,-3.52,-3.97,-3.03,-0.0625,0,-0.2402,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
65,12:01:04,30,1.0039,-0.1758,-0.001,-0.1758,-0.001,4.08,4.13,1.12,-4.64,-3.8,-4.63,-0.0625,8,-0.2402,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
66,12:01:05,30,1.0156,-0.1318,-0.001,-0.0879,-0.001,-0.33,-0.06,-3.68,-3.61,-3.78,-3.67,0,6,-0.2402,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
67,12:01:06,30,1.0195,-0.1758,-0.001,-0.0879,-0.001,2.64,2.58,1.03,-4.6,-4.04,-4.65,0.0625,2,-0.2402,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
68,12:01:07,30,1.0313,-0.1758,-0.001,-0.0879,-0.001,0.04,0.05,0.1,-0.16,-0.1,0.01,0,-2,-0.2422,34.0137,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
69,12:01:08,30,1.0273,-0.1758,-0.001,0,-0.0021,0.01,0,0,-0.04,-0.04,-0.04,0.0625,-4,-0.2422,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
70,12:01:09,30,1.0273,-0.1758,-0.001,0.1758,-0.0021,0,0,0,0,0,-0.01,0,-4,-0.2598,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
71,12:01:10,30,1.0156,-0.1758,-0.001,0.1758,-0.0021,0,0,0.01,0,0,0,-0.0625,-3,-0.2598,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
72,12:01:11,30,1.0352,-0.1318,-0.001,0.0879,-0.0021,-1.09,-0.7,-0.72,-1.57,-1.45,-0.52,0,-2,0.0664,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
73,12:01:12,30,1.0156,-0.1318,-0.001,0,-0.0021,2.21,2.33,-0.76,-3.83,-3.64,-4.38,-0.0625,-1,0.0664,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
74,12:01:13,30,1.0234,-0.1318,-0.001,0,-0.0021,-2.9,-2.87,-2.48,-4.59,-4.65,-4.47,0,0,0.9648,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
75,12:01:14,30,1.0234,-0.1318,-0.001,0,-0.0031,1.25,1.11,-1.47,-2.15,-2.67,-2.04,0,0,0.9648,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
76,12:01:15,30,1.0078,-0.1318,-0.001,0,-0.0021,-2.45,-2.57,-1.71,-3.23,-3.55,-3.21,-0.0625,1,0.5137,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
77,12:01:16,30,1.0352,-0.1318,-0.001,0,-0.0021,3.16,2.97,0.27,-2.13,-2.71,-2.19,0,8,0.5137,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
78,12:01:17,30,1.0313,-0.1318,-0.001,0,-0.0031,1.59,1.39,-2.75,-2.44,-3.81,-2.54,-0.0625,6,-0.248,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
79,12:01:18,30,1.0234,-0.1318,-0.001,0,-0.0031,2.21,1.99,0.6,-3.39,-3.27,-3.53,-0.125,2,-0.248,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
80,12:01:19,30,1.043,-0.1318,-0.001,0,-0.0031,-1.08,-1.12,-3.89,-2.05,-2.78,-2.27,0,-2,-0.2637,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
81,12:01:20,30,1.0273,-0.1318,-0.001,0,-0.0031,1.63,1.52,-0.08,-3.36,-3.1,-3.34,0,-4,-0.2637,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
82,12:01:21,30,1.0195,-0.1318,-0.001,0.0879,-0.0031,2.47,2.57,-3.68,-3.33,-3.47,-3.37,0,-4,-0.2695,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
83,12:01:22,30,1.0391,-0.1318,-0.001,0.0879,-0.0031,1.18,1.25,-1.28,-2.88,-3.13,-2.79,0,-4,-0.2695,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
84,12:01:23,30,1.0234,-0.1758,-0.001,0.1758,-0.0031,2.03,1.9,-2.81,-3.26,-3.74,-3.26,-0.0625,-2,-0.2637,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
85,12:01:24,30,1.0391,-0.1758,-0.001,0.1758,-0.0031,-1.58,-2.07,-0.21,-3.63,-3.66,-3.45,0,-1,-0.2637,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
86,12:01:25,30,1.0313,-0.1758,-0.001,0.0879,-0.0042,0.63,1.11,-0.93,-3.72,-3.14,-3.95,-0.0625,0,0.1738,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
87,12:01:26,30,1.0547,-0.1318,-0.001,0.0879,-0.0031,-1.02,-0.74,0.1,-3.6,-2.91,-3.67,0,1,0.1738,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
88,12:01:27,30,1.0273,-0.1758,-0.001,0.0879,-0.0031,0.72,0.49,1.63,-4.19,-4.14,-4.14,-0.0625,1,-0.2617,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
89,12:01:28,30,1.0391,-0.1758,-0.001,0.0879,-0.0031,4.41,4.25,-1.86,-2.9,-2.52,-2.76,-0.125,0,-0.2617,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
90,12:01:29,30,1.0234,-0.1758,-0.001,0,-0.0031,1.84,1.74,-2.94,-2.12,-3.51,-2.52,-0.25,0,-0.1738,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
91,12:01:30,30,1.0156,-0.1318,-0.001,0,-0.0031,1.21,1.21,0.1,-3.85,-3.82,-3.98,-0.125,0,-0.1738,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
92,12:01:31,30,1.0234,-0.1758,-0.001,0,-0.0031,2.34,2.36,-2.27,-1.77,-2.47,-1.88,0,0,0.3789,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
93,12:01:32,30,1.0117,-0.1758,-0.001,0,0.0042,-0.18,0.37,-3.95,-2.76,-3.97,-4.19,0.0625,0,0.3789,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
94,12:01:33,30,1.0391,-0.1318,-0.001,0,0,-1.59,-1.52,-4.37,-2.92,-2.84,-2.88,0,0,0.2188,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
95,12:01:34,30,1.0273,-0.1758,-0.001,0,-0.0021,-0.37,-0.59,-1.24,-3.61,-4.05,-4.07,-0.1875,0,0.2188,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
96,12:01:35,30,1.0313,-0.1758,-0.001,0,0.0052,0.95,0.53,1.29,-3.05,-3.49,-3.14,0,0,-0.2695,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
97,12:01:36,30,1.0313,-0.1318,-0.001,0,0,4.19,4.16,-1.2,-2.82,-2.93,-2.56,0.1875,0,-0.2695,34.0576,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
98,12:01:37,30,1.0273,-0.1318,-0.001,0,-0.001,2.13,2.07,-1,-3.45,-3.17,-3.33,0,0,0.2676,34.0576,34.1016,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
