,具体时间,计算空速,G值,姿态,杆量,坡度,盘量,下滑道偏差（C）,下滑道偏差（L）,下滑道偏差（R）,航向道偏差（C）,航向道偏差（L）,航向道偏差（R）,俯仰角率,下降率,RUDD位置,左油门杆位置,右油门杆位置,飞行姿态变化,坡度变化,RUDD位置变化,左油门杆位置变化,右油门杆位置变化,失重超重情况,杆量情况,盘量情况,下滑道偏差（C）情况,下滑道偏差（L）情况,下滑道偏差（R）情况,航向道偏差（C）情况,航向道偏差（L）情况,航向道偏差（R）情况,俯仰角率情况,下降率情况
13,8:43:39,30,1.0156,-0.4395,-0.001,0.5273,0.0063,-3.35,-3.35,-3.35,2.3,1.34,2.45,0,0,-0.252,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
14,8:43:40,30,1.0156,-0.4834,-0.001,0.5273,0.0063,-2.87,-2.98,-3.4,2.96,2.41,3.06,0.0625,-9,-0.2559,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
15,8:43:41,30,1.0117,-0.4834,-0.001,0.6152,0.0063,-2.82,-2.72,-3.21,3.67,3.92,3.71,0.0625,-15,-0.2559,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
16,8:43:42,30,1.0156,-0.4834,-0.001,0.6152,0.0063,-3.18,-3.21,-3.37,3.81,3.85,3.74,-0.0625,-17,-0.2637,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,正常,正常,正常,正常
17,8:43:43,30,1.0352,-0.4834,-0.001,0.6152,0.0063,-3.49,-3.2,-1.91,0.34,0.89,0.77,0.0625,-6,-0.2637,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
18,8:43:44,30,1.0117,-0.4395,-0.001,0.6152,0.0063,1.42,0.83,-0.36,-0.13,0.82,-0.65,0,5,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
19,8:43:45,30,1.0117,-0.4395,-0.001,0.4395,0.0063,-1.34,-1.44,-3.07,0.71,0.57,0.7,-0.0625,11,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
20,8:43:46,30,1.0117,-0.3955,-0.001,0.3516,0.0063,-2.34,-2.08,-2.79,0.42,0.75,0.12,-0.0625,12,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
21,8:43:47,30,1.0195,-0.3955,-0.001,0.2637,0.0063,-3.42,-3.5,-1.82,0.49,0.4,0.39,0.0625,10,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
22,8:43:48,30,1.0117,-0.3955,-0.001,0.1758,0,-2.93,-2.72,-1.45,0.52,0.42,0.85,-0.125,7,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
23,8:43:49,30,1.0078,-0.3955,-0.001,0.0879,0,-2.59,-2.69,-2.67,-0.08,1.05,0.09,0.0625,3,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
24,8:43:50,30,1.0273,-0.3955,-0.001,0.0879,0,-1.58,-2.3,0.9,0.75,0.69,0.94,0,0,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
25,8:43:51,30,1.0234,-0.3516,-0.001,0,0,0.33,0.92,1.34,-1.41,1.08,-1.03,-0.0625,-1,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
26,8:43:52,30,1.0117,-0.3516,-0.001,0,0,-3.03,-2.11,-1.58,1.3,-1.17,1.44,-0.0625,-2,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
27,8:43:53,30,1.0195,-0.3516,-0.001,0,-0.001,-3.53,-3.54,-2.89,0.58,3.21,0.89,0,-1,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
28,8:43:54,30,1.0195,-0.3516,-0.001,0.0879,-0.0031,-3.2,-3.24,-2.51,-0.7,-4.83,-0.55,-0.0625,-1,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
29,8:43:55,30,1.0313,-0.3516,-0.001,0.0879,-0.0031,-3.4,-3.28,-2.65,0.23,0.39,0.26,-0.0625,0,-0.2715,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
30,8:43:56,30,1.0195,-0.3516,-0.001,0.0879,-0.0042,-3.07,-3.01,-1.91,0.29,0.35,0.35,-0.0625,0,0.0449,34.1016,34.1895,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
31,8:43:57,30,1.0352,-0.3516,-0.001,0.0879,-0.0042,-2.86,-2.91,0.88,0.69,0.95,0.75,0,8,0.0449,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
32,8:43:58,30,1.0078,-0.3955,-0.001,0.1758,-0.0042,-3.21,-3,-1.79,1.7,1.65,1.89,-0.125,6,0.4551,34.1016,34.1895,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
33,8:43:59,30,1.0391,-0.3955,-0.001,0.2637,-0.0042,1.43,0.17,1.06,3.21,3.02,2.89,-0.1875,2,0.4551,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
34,8:44:00,30,1.0117,-0.3955,-0.001,0.2637,-0.0042,3.42,3.04,-0.96,2.38,2.28,3.19,-0.125,-2,-0.2539,34.1016,34.1895,正常,正常,异常,正常,正常,正常,正常,正常,异常C,正常,正常,正常,正常,正常,正常,正常
35,8:44:01,30,1.0391,-0.3955,-0.001,0.2637,0.0042,-1.72,-2.41,-2.18,2.24,1.91,3.44,-0.0625,4,-0.2539,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
36,8:44:02,30,1.0273,-0.3955,-0.001,0.2637,0.0042,-3.21,-2.88,-2.17,1.42,1.02,2.08,0.0625,9,-0.2637,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
37,8:44:03,30,1.0391,-0.3955,-0.001,0.1758,0.0042,-2.4,-3.05,-1.49,2.07,2.03,2.04,-0.0625,12,-0.2637,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
38,8:44:04,30,1.0234,-0.3955,-0.001,0.1758,0.0052,-2.5,-2.67,-3.59,0.61,0.77,0.75,-0.0625,11,-0.2734,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
39,8:44:05,30,1.0195,-0.3516,-0.001,0.1758,0.0052,-3.03,-3.25,-2.04,-1.23,-1.32,-1.27,-0.0625,8,-0.2734,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
40,8:44:06,30,1.0195,-0.3516,-0.001,0.1758,0.0042,-1.98,-1.8,-0.65,2.88,2.87,3.38,-0.0625,5,-0.1602,34.1016,34.1895,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
41,8:44:07,30,1.0273,-0.3516,-0.001,0.1758,-0.001,-2.77,-2.92,-1.21,1.3,1.37,1.03,-0.125,2,-0.1602,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
42,8:44:08,30,1.0234,-0.3516,-0.001,0.1758,0.0052,-4.1,-3.73,1.92,4.08,4.25,4.2,0.0625,0,-0.1699,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
43,8:44:09,30,1.0195,-0.3516,-0.001,0.1758,0.0052,-0.2,0.31,-1.88,4.01,3.33,3.57,0,-1,-0.1699,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
44,8:44:10,30,1.0469,-0.3516,-0.001,0.0879,0.0052,-3.37,-3.67,-2.85,4.62,3.82,4.68,0,-1,-0.2402,34.0576,34.1895,正常,正常,异常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
45,8:44:11,30,1.0273,-0.3516,-0.001,0.0879,0.0052,-2.88,-2.94,-2.45,3.01,3.05,2.3,-0.0625,-1,-0.2402,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
46,8:44:12,30,1.0273,-0.3955,-0.001,0.0879,0.0052,-3.02,-3.23,-3.33,2.03,2.11,2.02,0,-1,0.043,34.0576,34.1895,正常,正常,异常,正常,正常,正常,正常,正常,正常,异常L,异常R,正常,正常,正常,正常,正常
47,8:44:13,30,1.0156,-0.3955,-0.001,0.0879,0.0052,-3.14,-3.12,-1.33,0,0.92,0.05,0,0,0.043,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
48,8:44:14,30,1.0234,-0.3955,-0.001,-0.0879,0.0052,-1.94,-2.47,-1.08,3.72,3.79,3.32,0,0,-0.082,34.0576,34.1895,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
49,8:44:15,30,1.0313,-0.3955,-0.001,0,0.0063,-0.68,-1.67,1.46,1.62,3.2,0.2,0,0,-0.082,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
50,8:44:16,30,1.0156,-0.3516,-0.001,0,0.0063,0.96,1.26,0.87,1.12,1.74,1,0.0625,0,-0.2441,34.0576,34.1895,正常,正常,异常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
51,8:44:17,30,1.0234,-0.3516,-0.001,0,0.0052,-2.32,-1.76,-1.97,2.85,3.54,2.63,0,0,-0.2441,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
52,8:44:18,30,1.0273,-0.3516,-0.001,0.0879,0.0052,-3.13,-2.96,-3.34,4.15,3.49,2.8,-0.0625,0,-0.2617,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
53,8:44:19,30,1.0313,-0.3516,-0.001,0.0879,0.0063,-2.67,-2.79,-2.99,4.53,4.18,4.22,0.125,8,-0.2617,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
54,8:44:20,30,1.0195,-0.3516,-0.001,0.1758,0.0052,-3.52,-3.25,-2.78,1.97,2.26,1.17,-0.0625,14,-0.2637,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
55,8:44:21,30,1.0273,-0.3516,-0.001,0.1758,0.0063,1.62,0.7,-1.18,4.47,4.03,3.69,-0.1875,15,-0.2637,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
56,8:44:22,30,1.0273,-0.3516,-0.001,0.1758,0.0052,6.83,7.05,-3.6,3.34,3.79,3.17,-0.25,13,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常,正常,正常,正常
57,8:44:23,30,1.0234,-0.3516,-0.001,0.1758,0.0063,-0.19,-0.51,-1.79,1.46,2.49,1.42,0.0625,9,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
58,8:44:24,30,1.0195,-0.3516,-0.001,0.1758,0.0063,-2.54,-2.57,-2.92,4.06,3.82,3.81,-0.0625,5,-0.2656,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
59,8:44:25,30,1.0469,-0.3076,-0.001,0.1758,0.0063,-3.29,-3.23,-1.26,3.96,4.61,3.74,-0.0625,9,-0.2656,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
60,8:44:26,30,1.0313,-0.3076,-0.001,0.0879,0.0063,-1.78,-1.91,-2.58,1.47,2.35,1.5,0,5,-0.2656,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
61,8:44:27,30,1.0195,-0.3076,-0.001,0.0879,0.0063,2.81,3.08,-1.75,2.38,2.63,2.68,-0.0625,0,-0.2656,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
62,8:44:28,30,1.0195,-0.3076,-0.001,0,0.0063,0.9,0.21,-2.92,4.78,3.55,2.91,0.0625,4,-0.2656,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常C,正常,正常,正常,正常
63,8:44:29,30,1.0195,-0.2637,-0.001,0,0.0063,-2.38,-2.5,-3,0.99,2.9,0.19,-0.125,8,-0.2656,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
64,8:44:30,30,1.0547,-0.2637,-0.001,0.0879,0.0063,-2.72,-2.79,-2.36,0.03,1.01,-1.05,-0.1875,3,-0.2656,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
65,8:44:31,30,1.0234,-0.2637,-0.001,0.0879,0.0063,-1.61,-2.09,2.56,1.02,1.78,0.99,0,-4,-0.2656,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
66,8:44:32,30,1.0352,-0.2637,-0.001,0,0.0063,5,4.12,-0.37,-1.38,1.06,-1.39,0,-1,-0.2637,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
68,8:44:33,30,1.0117,-0.2637,-0.001,0,0.0063,-1.73,-2.05,-0.48,1.39,2.05,1.5,0,0,-0.2617,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
69,8:44:34,30,1.0195,-0.2637,-0.001,0.0879,0.0063,0.89,0.89,-2.41,4.24,3.95,3.32,0,2,-0.2617,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
70,8:44:35,30,1.0352,-0.2637,-0.001,0.0879,0.0063,4.15,3.92,-2.47,0.82,2.84,0.22,0,5,-0.2637,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
71,8:44:36,30,1.0273,-0.2637,-0.001,0.0879,0.0063,-0.95,-0.64,-1.71,-0.66,0.24,-0.76,0.125,7,-0.2637,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
72,8:44:37,30,1.0273,-0.2637,-0.001,0.0879,0.0063,-0.67,-0.84,-0.61,0.32,1.25,-1.33,-0.1875,6,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
73,8:44:38,30,1.0156,-0.2637,-0.001,0.0879,0.0063,3.5,3.04,-2.43,0.51,1.55,0.24,-0.125,5,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,正常,正常,正常,正常,正常,正常,正常
74,8:44:39,30,1.0391,-0.3076,-0.001,0.0879,0.0063,-1.27,-0.79,-0.5,0.49,0.11,0.05,0.0625,3,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
75,8:44:40,30,1.0313,-0.3076,-0.001,0.0879,0.0063,0.01,0.01,0.01,-0.05,-0.06,-0.07,-0.0625,1,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
76,8:44:41,30,1.0234,-0.3076,-0.001,0.0879,0.0063,0.01,0,0,-0.02,-0.01,0,-0.0625,0,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
77,8:44:42,30,1.0352,-0.3076,-0.001,0.0879,0.0063,0,0,0,0,0,0,-0.0625,-1,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
78,8:44:43,30,1.0234,-0.3076,-0.001,0.0879,0.0063,0.02,-0.04,-0.04,0.26,0.07,0.13,0,-1,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
79,8:44:44,30,1.0313,-0.3076,-0.001,0.0879,0.0063,-1.52,-2.06,2.12,0.9,1.91,0.74,0.0625,-1,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
80,8:44:45,30,1.0195,-0.3076,-0.001,0,0.0063,5.09,4.69,0.46,4.41,4.92,3.1,0,0,-0.2695,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,异常L,正常,正常,正常
81,8:44:46,30,1.0352,-0.3076,-0.001,0,0.0063,-0.59,-1.13,-3.33,1.9,2.96,0.33,-0.125,8,-0.2695,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
82,8:44:47,30,1.0156,-0.3076,-0.001,0.0879,0.0063,-2.02,-2.22,-2.12,4.04,4.17,4.27,0,6,-0.2695,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
83,8:44:48,30,1.0273,-0.3076,-0.001,0.0879,0.0063,3.06,3.07,0.45,4.09,3.81,4.88,0.0625,2,-0.2695,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常
84,8:44:49,30,1.0313,-0.3076,-0.001,0.0879,0.0063,-0.18,0.25,-2,3.46,3.6,4.24,0,-2,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
85,8:44:50,30,1.0391,-0.3076,-0.001,0.0879,0.0063,-1.06,-1.28,0.17,4.84,4.4,3.7,0.0625,4,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常C,正常,正常,正常,正常
86,8:44:51,30,1.0273,-0.3076,-0.001,0.0879,0.0063,3.41,3.54,0.63,2.98,3.73,2.22,0,9,-0.2656,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
87,8:44:52,30,1.0156,-0.3076,-0.001,0,0.0063,0.91,0.94,0.25,2.21,2.91,1.6,-0.0625,4,-0.2656,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
88,8:44:53,30,1.0195,-0.3076,-0.001,0.0879,0.0063,2.18,2,3.06,4.18,4.78,3.92,0.0625,5,-0.2676,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常
89,8:44:54,30,1.0352,-0.3076,-0.001,0.0879,0.0063,2.1,1.85,-2.14,4.63,4.43,3.99,-0.125,7,-0.2676,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
90,8:44:55,30,1.0234,-0.2637,-0.001,0.0879,0.0063,-0.56,-0.77,-1.33,4,3.81,4.89,0,7,-0.2695,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常
91,8:44:56,30,1.0352,-0.2637,-0.001,0.0879,0.0063,3.87,4.34,-1.12,4.76,4.15,4.05,0.0625,6,-0.2695,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,异常C,正常,正常,正常,正常
92,8:44:57,30,1.0313,-0.2637,-0.001,0.0879,0.0063,-0.48,-0.68,-0.31,4.81,4.23,3.61,0,4,-0.2676,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常C,正常,正常,正常,正常
93,8:44:58,30,1.0352,-0.2197,-0.001,0.0879,0.0063,2.51,2.6,0.18,3.95,3.98,4.26,0,2,-0.2676,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
94,8:44:59,30,1.0156,-0.2197,-0.001,0.0879,0.0063,1.12,1.12,1.24,4.2,4.28,4.79,-0.125,-7,-0.2637,34.1016,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常
95,8:45:00,30,1.0273,-0.2197,-0.001,0.1758,0.0063,3.19,3.41,1.59,4.28,4.23,4.28,-0.0625,-6,-0.2637,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
96,8:45:01,30,1.0156,-0.2637,-0.001,0.2637,0.0063,-0.75,-0.38,0.32,4.1,4.12,4.25,-0.0625,-10,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
97,8:45:02,30,1.0313,-0.2637,-0.001,0.2637,0.0063,2.83,2.74,-0.34,4.02,4.03,4.08,0.0625,-5,-0.2656,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
98,8:45:03,30,1.0313,-0.3076,-0.001,0.1758,0.0063,1.42,1.16,-1.07,4.27,4.23,4.53,-0.0625,10,-0.2695,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
99,8:45:04,30,1.043,-0.2637,-0.001,0.1758,0.0063,3.39,3.24,1.71,4,4.13,4.34,-0.0625,12,-0.2695,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
100,8:45:05,30,1.0195,-0.2637,-0.001,0.1758,0.0063,-0.31,-0.16,1.7,4.42,4.4,4.69,-0.0625,9,-0.2676,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
101,8:45:06,30,1.0273,-0.2637,-0.001,0.1758,0.0063,2.75,3.1,-0.04,3.83,4.18,3.93,-0.125,4,-0.2676,34.0576,34.1895,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
