,具体时间,计算空速,G值,姿态,杆量,坡度,盘量,下滑道偏差（C）,下滑道偏差（L）,下滑道偏差（R）,航向道偏差（C）,航向道偏差（L）,航向道偏差（R）,俯仰角率,下降率,RUDD位置,左油门杆位置,右油门杆位置,飞行姿态变化,坡度变化,RUDD位置变化,左油门杆位置变化,右油门杆位置变化,失重超重情况,杆量情况,盘量情况,下滑道偏差（C）情况,下滑道偏差（L）情况,下滑道偏差（R）情况,航向道偏差（C）情况,航向道偏差（L）情况,航向道偏差（R）情况,俯仰角率情况,下降率情况
45,6:18:32,30,1.0313,-0.3955,-0.001,0.0879,0.0104,-0.52,-0.64,-1.44,3.31,3.31,3.4,-0.0625,4,-0.2617,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
46,6:18:33,30,1.0234,-0.3516,-0.001,0.0879,0.0104,-0.6,-0.42,0.21,3.5,3.49,3.56,-0.0625,2,-0.2617,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
47,6:18:34,30,1.0195,-0.3516,-0.001,0.0879,0.0104,-0.34,-0.46,0.16,3.28,3.23,3.35,-0.0625,1,-0.2559,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
48,6:18:35,30,1.0078,-0.3516,-0.001,0.1758,0.0104,-1.03,-0.47,-0.93,3.28,3.19,3.36,-0.0625,0,-0.2559,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
49,6:18:36,30,1.0313,-0.3076,-0.001,0.0879,0.0104,0.1,0.35,0.63,3.33,3.3,3.42,0.0625,-1,-0.2539,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
50,6:18:37,30,1.0117,-0.3076,-0.001,0.0879,0.0094,1.13,1.21,0.33,3.51,3.41,3.58,0.0625,-1,-0.2539,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
51,6:18:38,30,1.0391,-0.3076,-0.001,0.0879,0.0094,0.69,0.82,0.19,3.7,3.64,3.79,-0.1875,0,-0.252,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
52,6:18:39,30,1.0273,-0.3076,-0.001,0.0879,0.0094,-0.53,-0.68,-0.06,3.54,3.5,3.61,0,0,-0.252,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
53,6:18:40,30,1.0195,-0.3516,-0.001,0.0879,0.0094,-1.26,-2.09,0.08,3.31,3.38,3.38,-0.0625,0,-0.2539,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
54,6:18:41,30,1.0117,-0.3955,-0.001,0,0.0094,0.34,0.16,-0.32,3.93,3.98,3.98,-0.125,0,-0.2539,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
55,6:18:42,30,1.0078,-0.3955,-0.001,-0.0879,0.0094,-0.31,-0.31,-0.13,3.37,3.43,3.43,0,0,-0.25,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
56,6:18:43,30,1.0156,-0.3516,-0.001,-0.1758,0.0094,0.74,1.37,-0.32,3.51,3.47,3.59,0,0,-0.25,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
57,6:18:44,30,1.0234,-0.3955,-0.001,-0.2637,0.0094,0.75,0.47,0,3.74,3.68,3.83,-0.125,8,-0.252,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
58,6:18:45,30,1.0273,-0.4395,-0.001,-0.3516,0.0094,-1.37,-1.29,-0.58,3.22,3.1,3.35,0,14,-0.252,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
59,6:18:46,30,1.0313,-0.4395,-0.001,-0.3516,0.0094,0.03,0.5,-0.2,3.5,3.47,3.67,0.0625,15,-0.2422,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
60,6:18:47,30,1.0234,-0.4395,-0.001,-0.2637,0.0094,-1.65,-1.81,-0.21,3.47,3.6,3.59,0.0625,13,-0.2422,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
61,6:18:48,30,1.0313,-0.4834,-0.001,-0.1758,0.0094,1.31,1.17,0.06,3.73,3.15,3.89,-0.0625,9,-0.2441,33.9258,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
62,6:18:49,30,1.0273,-0.4834,-0.001,-0.2637,0.0094,-1.59,-0.42,-0.68,3.34,2.29,3.64,-0.0625,5,-0.2441,33.9258,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
63,6:18:50,30,1.0391,-0.4834,-0.001,-0.2637,0.0094,-2.72,-3.05,-0.15,3.86,3.14,3.94,0.0625,1,-0.2422,33.9258,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
64,6:18:51,30,1.0352,-0.4834,-0.001,-0.1758,0.0094,-1.67,-1.08,-0.32,3.47,3.97,3.44,0.125,-1,-0.2422,33.9258,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
65,6:18:52,30,1.0156,-0.4395,-0.001,0,0.0094,1.96,1.21,-0.1,4.61,4.64,4.64,0,-2,-0.2441,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
66,6:18:53,30,1.0117,-0.3516,-0.001,0,0.0104,0.73,0.24,-0.71,4.84,4.93,4.89,0,-2,-0.2441,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常
67,6:18:54,30,1.0156,-0.2637,-0.001,0.0879,0.0104,-1.66,-0.71,-0.19,4.44,4.37,4.46,0.0625,7,-0.25,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
68,6:18:55,30,1.0313,-0.1758,-0.001,0.1758,0.0104,-2.12,-3.04,-0.36,4.14,3.86,4.37,0.125,6,-0.25,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
69,6:18:56,30,1.0313,-0.1318,-0.001,0.2637,0.0104,-1.76,-0.68,0.34,1.73,1.86,1.82,-0.1875,9,-0.25,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
70,6:18:57,30,1.0469,0,-0.001,0.2637,0.0104,-3.23,-2.99,-0.2,5.16,5.08,5.16,0.0625,4,-0.25,33.8379,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常
71,6:18:58,30,1.0234,0.0439,-0.001,0.3516,0.0104,-0.85,-1.87,0.82,3.03,3.59,3.13,-0.0625,-10,-0.252,33.8379,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
72,6:18:59,30,1.0195,0.0439,-0.001,0.2637,0.0104,1.17,0.76,-0.29,1.65,1.91,1.59,0.0625,-20,-0.252,33.8379,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
73,6:19:00,30,1.0195,0.0879,-0.001,0.3516,0.0104,-2.08,-2.03,0.56,1.94,2.33,2,0.0625,-23,-0.2539,33.8379,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
74,6:19:01,30,1.0664,0.0879,-0.001,0.3516,0.0104,-1.86,-1.58,1.31,3.34,3.78,3.48,-0.0625,-20,-0.2539,33.8818,34.0576,正常,正常,正常,正常,正常,超重,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
75,6:19:02,30,1.043,0,-0.001,0.3516,0.0104,-2.72,-2.65,0.34,4.14,4.15,4.34,-0.25,-13,-0.2559,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
76,6:19:03,30,1.043,-0.0879,-0.001,0.3516,0.0104,0.75,1.19,0.54,5.16,5.16,5.16,-0.125,-14,-0.2559,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,异常R,正常,正常
77,6:19:04,30,1.0391,-0.1318,-0.001,0.3516,0.0104,2.06,0.89,1.92,3.61,4.56,3.68,0,-15,-0.2578,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
78,6:19:05,30,1.0508,-0.2197,-0.001,0.3516,0.0104,5.04,5.18,1.04,1.18,2.86,1.13,-0.0625,-6,-0.2578,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
79,6:19:06,30,1.0156,-0.3516,-0.001,0.3516,0.0104,-1.4,-1.99,1.91,3.31,3.91,3.49,-0.25,3,-0.2598,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
80,6:19:07,30,1.0234,-0.4395,-0.001,0.2637,0.0104,3.63,3.43,1.61,4.25,4.47,4.37,-0.125,9,-0.2598,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
81,6:19:08,30,1.0391,-0.4395,-0.001,0.1758,0.0104,-0.99,-0.64,2.17,4.72,5.14,4.38,-0.0625,10,-0.2617,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常
82,6:19:09,30,1.0195,-0.4395,-0.001,0.3516,0.0104,2.2,0.9,3.37,3.13,3.68,3.37,-0.0625,9,-0.2617,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,正常,正常,正常,正常
83,6:19:10,30,1.0391,-0.4395,-0.001,0.3516,0.0104,1.1,1.5,2.07,1.71,2.57,1.89,-0.1875,6,-0.2578,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
84,6:19:11,30,1.0469,-0.3955,-0.001,0.3516,0.0104,2.85,3.17,1.25,1.38,2.66,1.46,0,-5,-0.2578,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常L,正常,正常,正常,正常,正常,正常
85,6:19:12,30,1.0352,-0.3516,-0.001,0.3516,0.0104,0.18,0.19,1.85,1.44,3.72,1.49,0,-6,-0.2559,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
86,6:19:13,30,1.043,-0.3076,-0.001,0.2637,0.0104,0.23,0.01,-1.06,2.01,4.17,2.28,0.125,-3,-0.2559,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
87,6:19:14,30,1.043,-0.2197,-0.001,0.2637,0.0104,2.95,2.93,4.83,3.49,4.89,3.82,0.1875,-7,-0.2559,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,异常R,正常,异常L,正常,正常,正常
88,6:19:15,30,1.0469,-0.1758,-0.001,0.2637,0.0104,0.29,0.33,2.99,4.19,4.28,4.08,0.0625,-3,-0.2559,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
89,6:19:16,30,1.0742,-0.1318,-0.001,0.2637,0.0104,-0.06,0.71,2.32,4.65,4.18,4.74,0.125,2,-0.2598,33.8818,34.1016,正常,正常,正常,正常,正常,超重,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
90,6:19:17,30,1.043,-0.1318,-0.001,0.2637,0.0104,-1.32,-2.29,1.35,4.19,3.48,4.4,-0.1875,5,-0.2598,33.8818,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
91,6:19:18,30,1.0742,-0.0879,-0.001,0.2637,0.0104,2.18,2.75,0.06,2.95,1.78,3.12,0.1875,-1,-0.2617,33.8818,34.1016,正常,正常,正常,正常,正常,超重,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
92,6:19:19,30,1.0352,-0.0439,-0.001,0.2637,0.0104,4.58,4.83,2.2,1.88,1.65,1.95,-0.125,-1,-0.2617,33.8818,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
93,6:19:20,30,1.0234,0,-0.001,0.3516,0.0104,-1.65,-1.59,-0.06,1.63,3.05,1.73,0,-6,-0.2617,33.9258,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
94,6:19:21,30,1.0313,0.0439,-0.001,0.3516,0.0104,0.96,0.43,-0.04,2.21,4.14,2.57,0.0625,-10,-0.2617,33.8818,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
95,6:19:22,30,1.0469,0.0879,-0.001,0.3516,0.0104,0.11,-0.23,1.71,3.61,4.23,4,0,-11,-0.2617,33.8818,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
96,6:19:23,30,1.0313,0.0439,-0.001,0.3516,0.0104,3.27,2.6,1.19,3.88,3.96,4.17,0.125,-9,-0.2617,33.8818,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
97,6:19:24,30,1.0391,0.0439,-0.001,0.2637,0.0104,1.6,1.29,-0.68,3.04,4.04,3.14,0,-6,-0.2617,33.8818,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
98,6:19:25,30,1.0156,0.0439,-0.001,0.2637,0.0104,0.2,0.03,-0.11,3.4,4.04,3.67,0,-3,-0.2617,33.8818,34.1016,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
99,6:19:26,30,1.0195,0.0439,-0.001,0.1758,0.0104,4.28,4.04,1.5,3.97,4.03,4.08,-0.1875,-1,-0.2578,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,异常C,异常L,正常,正常,正常,正常,正常,正常
100,6:19:27,30,1.0508,0.0439,-0.001,0.2637,0.0104,0.48,1.11,0.77,4.06,4.51,4.16,-0.0625,1,-0.2578,33.8818,34.0576,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常
